PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,SurvivalLabel
685,0,1,"White, Mrs. Anna",female,46,3,1,79.44,C,5,0,No
686,0,3,"Hall, Mr. George",male,24,1,2,12.63,S,4,0,No
687,0,3,"Brown, Mr. Henry",male,74,1,1,18.81,S,3,0,No
688,0,2,"Taylor, Mr. James",male,16,3,1,29.76,Q,5,0,No
689,1,2,"Smith, Mr. Joseph",male,62,3,2,38.88,S,6,0,Yes
690,1,2,"Brown, Mrs. Grace",female,73,1,0,36.58,C,2,0,Yes
691,1,1,"Taylor, Mrs. Clara",female,33,1,0,117.2,C,2,0,Yes
692,0,2,"Hall, Miss. Emma",female,20,0,1,27.27,S,2,0,No
693,1,3,"Brown, Miss. Clara",female,48,1,1,11.68,S,3,0,Yes
694,1,3,"Taylor, Mrs. Sarah",female,56,3,0,5.61,S,4,0,Yes
695,0,2,"Johnson, Mr. George",male,56,0,1,22.51,Q,2,0,No
696,1,2,"Hall, Miss. Margaret",female,7,0,0,27.84,S,1,1,Yes
697,1,2,"Smith, Miss. Anna",female,11,0,0,33.51,S,1,1,Yes
698,1,3,"White, Miss. Emma",female,39,2,2,15.86,C,5,0,Yes
699,1,1,"Brown, Mr. James",male,78,2,2,48.51,S,5,0,Yes
700,0,3,"Hall, Mr. Joseph",male,59,3,2,19.49,S,6,0,No
701,1,3,"Wilson, Mrs. Mary",female,51,2,0,6.88,S,3,0,Yes
702,0,2,"Brown, Mr. Charles",male,19,1,1,36.05,C,3,0,No
703,1,1,"Lewis, Miss. Mary",female,55,0,0,53.29,S,1,1,Yes
704,1,3,"Clark, Mrs. Clara",female,26,2,2,17.44,S,5,0,Yes
705,1,3,"Wilson, Miss. Mary",female,77,2,0,12.31,S,3,0,Yes
706,0,2,"Lewis, Mr. Joseph",male,41,0,1,37.32,S,2,0,No
707,1,2,"Walker, Mrs. Elizabeth",female,56,0,0,22.2,S,1,1,Yes
708,1,3,"Lewis, Miss. Emma",female,60,1,1,15.84,S,3,0,Yes
709,0,2,"Clark, Mr. Thomas",male,12,3,0,19.33,S,4,0,No
710,1,2,"Walker, Mrs. Mary",female,72,0,0,23.97,S,1,1,Yes
711,0,2,"White, Mr. James",male,15,1,0,29.05,S,2,0,No
712,0,3,"Brown, Mrs. Florence",female,66,0,2,5.76,Q,3,0,No
713,0,3,"Taylor, Mr. Charles",male,6,0,0,14.45,C,1,1,No
714,1,3,"Lewis, Mrs. Clara",female,64,0,0,14.71,S,1,1,Yes
715,0,2,"Clark, Mr. Henry",male,61,2,1,27.63,S,4,0,No
716,0,1,"Lewis, Mr. Robert",male,68,3,0,51.04,S,4,0,No
717,1,3,"White, Miss. Clara",female,57,1,0,15.76,S,2,0,Yes
718,0,2,"Walker, Mr. Charles",male,51,0,2,38.06,S,3,0,No
719,1,2,"Walker, Miss. Florence",female,71,2,2,33.57,Q,5,0,Yes
720,0,3,"White, Mr. Edward",male,58,1,2,14.37,S,4,0,No
721,0,3,"Taylor, Mr. Robert",male,11,0,2,10.02,C,3,0,No
722,1,2,"Wilson, Miss. Margaret",female,66,2,2,23.52,S,5,0,Yes
723,1,3,"Lewis, Mrs. Margaret",female,15,0,1,8.9,S,2,0,Yes
724,0,2,"Hall, Mr. William",male,31,1,1,22.48,S,3,0,No
725,0,3,"Brown, Miss. Emma",female,32,0,1,12.75,S,2,0,No
726,1,3,"White, Mrs. Grace",female,11,0,0,11.37,S,1,1,Yes
727,0,3,"Clark, Miss. Emma",female,67,3,1,13.76,S,5,0,No
728,0,3,"Wilson, Mr. Thomas",male,63,3,0,19.52,S,4,0,No
729,1,1,"Smith, Miss. Grace",female,21,2,0,88.13,S,3,0,Yes
730,1,1,"Hall, Mr. Edward",male,40,2,1,63.52,S,4,0,Yes
731,1,3,"Walker, Mr. Henry",male,40,2,0,7.75,C,3,0,Yes
732,0,3,"Clark, Mr. Thomas",male,54,3,2,9.65,S,6,0,No
733,0,3,"Brown, Mr. Joseph",male,65,3,1,15.01,S,5,0,No
734,1,2,"Brown, Miss. Emma",female,51,2,2,16.15,S,5,0,Yes
735,0,3,"Hall, Mr. James",male,40,0,2,13.39,S,3,0,No
736,0,3,"Johnson, Mr. George",male,65,0,0,14.87,S,1,1,No
737,0,3,"Smith, Mr. Thomas",male,75,3,0,17.1,S,4,0,No
738,1,2,"Brown, Mr. John",male,24,3,0,36.49,S,4,0,Yes
739,0,2,"Smith, Mr. Joseph",male,24,2,0,18.86,Q,3,0,No
740,1,1,"Clark, Miss. Anna",female,8,2,1,47.9,S,4,0,Yes
741,0,2,"Johnson, Mr. James",male,77,1,1,27.72,S,3,0,No
742,0,2,"Johnson, Mrs. Grace",female,53,0,1,15.72,S,2,0,No
743,0,2,"Walker, Mr. George",male,72,1,1,29.21,S,3,0,No
744,0,2,"Smith, Mr. James",male,22,1,2,38.82,Q,4,0,No
745,0,3,"Johnson, Miss. Florence",female,80,2,2,19.58,S,5,0,No
746,1,3,"Walker, Mrs. Florence",female,49,2,2,8.19,C,5,0,Yes
747,0,2,"Wilson, Mr. Joseph",male,51,0,0,33.13,Q,1,1,No
748,0,3,"Wilson, Miss. Sarah",female,44,2,2,11.79,S,5,0,No
749,1,1,"Walker, Miss. Sarah",female,18,0,2,78.12,Q,3,0,Yes
750,0,3,"Hall, Miss. Alice",female,10,0,2,11.68,S,3,0,No
751,1,1,"Johnson, Mrs. Alice",female,2,0,1,69.64,S,2,0,Yes
752,0,1,"Smith, Mr. Charles",male,79,2,2,57.69,Q,5,0,No
753,1,3,"Hall, Miss. Grace",female,78,1,0,7.94,C,2,0,Yes
754,1,1,"Walker, Mrs. Margaret",female,25,1,0,87.05,C,2,0,Yes
755,0,3,"Smith, Mr. Henry",male,3,2,2,13.4,S,5,0,No
756,1,3,"Wilson, Mrs. Mary",female,53,2,0,15.2,S,3,0,Yes
757,1,3,"Wilson, Mrs. Clara",female,69,3,1,5.08,S,5,0,Yes
758,1,3,"Lewis, Mr. Edward",male,26,1,1,9.66,S,3,0,Yes
759,0,3,"Smith, Mr. Henry",male,43,2,0,6.62,S,3,0,No
760,1,3,"Smith, Mr. James",male,77,3,0,14.38,S,4,0,Yes
761,1,2,"Brown, Miss. Anna",female,9,1,0,37.98,S,2,0,Yes
762,0,3,"Hall, Mr. Joseph",male,38,3,1,6.44,C,5,0,No
763,0,2,"Smith, Mr. Thomas",male,60,3,2,30.48,S,6,0,No
764,0,3,"Hall, Mrs. Emma",female,14,0,0,13.93,S,1,1,No
765,1,2,"Hall, Miss. Clara",female,62,3,0,21.08,C,4,0,Yes
766,1,2,"Walker, Mrs. Florence",female,70,1,0,26.74,S,2,0,Yes
767,0,1,"Wilson, Mr. John",male,65,0,1,67.51,Q,2,0,No
768,1,1,"Hall, Miss. Margaret",female,61,3,2,95.39,C,6,0,Yes
769,1,2,"Lewis, Mrs. Florence",female,14,3,0,27.4,Q,4,0,Yes
770,1,2,"Smith, Mr. John",male,43,3,0,25.01,C,4,0,Yes
771,0,1,"Smith, Miss. Mary",female,15,1,1,75.23,S,3,0,No
772,0,1,"Taylor, Mr. George",male,23,1,1,97.51,S,3,0,No
773,0,1,"Brown, Mr. Henry",male,34,0,0,106.52,S,1,1,No
774,0,2,"Hall, Mr. Edward",male,31,2,1,31.52,Q,4,0,No
775,1,1,"Clark, Mr. George",male,17,1,0,82.6,S,2,0,Yes
776,0,3,"Johnson, Mr. William",male,76,1,2,9.41,S,4,0,No
777,1,2,"Lewis, Miss. Grace",female,11,3,2,30.37,S,6,0,Yes
778,1,1,"Wilson, Mrs. Elizabeth",female,48,3,2,116.46,S,6,0,Yes
779,0,2,"White, Mr. Charles",male,31,3,0,22.65,C,4,0,No
780,1,1,"Walker, Mr. Joseph",male,11,2,1,81.51,S,4,0,Yes
781,1,2,"Taylor, Mrs. Sarah",female,60,3,1,24.19,S,5,0,Yes
782,0,2,"Brown, Mr. Charles",male,10,2,0,22.36,S,3,0,No
783,0,1,"Johnson, Mr. Charles",male,10,2,0,83.68,S,3,0,No
784,1,1,"Johnson, Miss. Alice",female,78,1,2,99.19,Q,4,0,Yes
785,0,3,"Wilson, Miss. Elizabeth",female,75,0,1,14.81,Q,2,0,No
786,1,2,"Wilson, Mr. Edward",male,67,3,2,35.36,S,6,0,Yes
787,1,2,"Lewis, Mrs. Alice",female,58,0,1,18.47,C,2,0,Yes
788,1,2,"Taylor, Mrs. Emma",female,55,3,2,28.44,S,6,0,Yes
789,1,3,"Lewis, Mrs. Anna",female,78,3,1,8.06,S,5,0,Yes
790,1,3,"Smith, Miss. Emma",female,58,2,0,7.57,S,3,0,Yes
791,1,1,"Smith, Mr. Henry",male,50,2,0,58.64,S,3,0,Yes
792,0,1,"Brown, Mr. Edward",male,53,3,0,119.17,S,4,0,No
793,1,1,"Hall, Mr. Charles",male,27,2,1,105.43,S,4,0,Yes
794,1,3,"Clark, Mr. Joseph",male,59,2,0,5.11,S,3,0,Yes
795,1,3,"Lewis, Mr. Henry",male,73,3,1,11.94,S,5,0,Yes
796,1,2,"Taylor, Miss. Florence",female,23,3,0,19.49,S,4,0,Yes
797,1,2,"Brown, Mr. George",male,6,1,0,21.84,S,2,0,Yes
798,0,2,"Clark, Miss. Sarah",female,71,0,1,16.91,S,2,0,No
799,0,2,"Lewis, Mr. Edward",male,65,0,1,15.67,S,2,0,No
800,0,3,"Lewis, Miss. Sarah",female,25,3,0,5.16,S,4,0,No
801,1,1,"Taylor, Mrs. Mary",female,71,1,2,116,S,4,0,Yes
802,0,1,"Taylor, Mr. Thomas",male,16,3,0,46.21,C,4,0,No
803,1,1,"Clark, Mrs. Margaret",female,5,1,1,95.74,C,3,0,Yes
804,1,1,"Wilson, Mrs. Anna",female,1,0,1,101.37,Q,2,0,Yes
805,0,2,"Brown, Mr. William",male,2,2,0,32,S,3,0,No
806,0,1,"Walker, Mr. Edward",male,66,0,1,65.81,S,2,0,No
807,1,1,"Clark, Mrs. Elizabeth",female,28,0,1,65.87,S,2,0,Yes
808,1,2,"Brown, Miss. Grace",female,36,2,0,16.68,S,3,0,Yes
809,0,2,"Taylor, Mr. Henry",male,13,2,2,32.41,S,5,0,No
810,0,3,"Clark, Mr. Robert",male,41,3,0,10.03,S,4,0,No
811,0,3,"Clark, Mr. George",male,2,1,0,14.25,C,2,0,No
812,0,1,"Wilson, Mr. Joseph",male,48,3,1,56.16,S,5,0,No
813,1,3,"Johnson, Miss. Mary",female,43,1,1,9.76,C,3,0,Yes
814,0,3,"Wilson, Mr. George",male,43,2,0,8.09,S,3,0,No
815,1,3,"Smith, Mrs. Emma",female,24,3,2,5.09,C,6,0,Yes
816,0,1,"Taylor, Mr. George",male,23,1,0,80.59,S,2,0,No
817,0,2,"Johnson, Mr. Thomas",male,78,1,1,22.13,S,3,0,No
818,0,3,"Clark, Mr. William",male,47,3,1,7.52,S,5,0,No
819,1,1,"Walker, Mrs. Emma",female,49,3,0,100.71,Q,4,0,Yes
820,1,2,"Lewis, Mrs. Elizabeth",female,40,3,1,24.38,S,5,0,Yes
821,0,3,"Clark, Mr. Edward",male,1,0,2,15.96,S,3,0,No
822,1,2,"Wilson, Mrs. Clara",female,40,0,1,37.12,Q,2,0,Yes
823,0,3,"Wilson, Miss. Elizabeth",female,45,3,2,15.33,S,6,0,No
824,1,1,"Johnson, Mrs. Elizabeth",female,47,0,2,93.25,S,3,0,Yes
825,1,1,"Wilson, Mr. Edward",male,12,3,1,96.49,Q,5,0,Yes
826,0,3,"Johnson, Mr. Edward",male,33,2,2,19.52,S,5,0,No
827,0,1,"Johnson, Mr. James",male,74,2,0,61.52,S,3,0,No
828,0,3,"Johnson, Mr. Edward",male,1,0,0,16.61,S,1,1,No
829,1,1,"Hall, Mr. George",male,24,1,0,78.92,S,2,0,Yes
830,0,2,"Hall, Mr. John",male,24,1,1,39.57,C,3,0,No
831,0,1,"Lewis, Mr. Thomas",male,11,3,0,62.14,S,4,0,No
832,1,1,"Walker, Mr. James",male,35,0,2,86.6,Q,3,0,Yes
833,1,3,"White, Miss. Elizabeth",female,35,3,1,16.35,S,5,0,Yes
834,1,3,"Taylor, Miss. Mary",female,49,0,1,18.1,C,2,0,Yes
835,0,3,"Walker, Mr. Edward",male,36,1,1,11.78,S,3,0,No
836,0,1,"White, Mr. Thomas",male,42,0,2,68.82,S,3,0,No
837,0,3,"Brown, Mr. Edward",male,52,0,1,11.42,Q,2,0,No
838,0,3,"Taylor, Miss. Sarah",female,19,0,0,12.47,S,1,1,No
839,0,2,"Brown, Mr. John",male,70,1,0,20.29,C,2,0,No
840,1,3,"Lewis, Miss. Anna",female,4,1,1,18.54,C,3,0,Yes
841,0,3,"Hall, Mr. John",male,63,0,2,9.99,S,3,0,No
842,1,2,"White, Mrs. Florence",female,49,3,0,20.59,S,4,0,Yes
843,0,3,"Smith, Mr. Charles",male,15,2,0,17.8,Q,3,0,No
844,0,3,"Taylor, Mr. Robert",male,25,3,1,9.79,S,5,0,No
845,0,1,"Lewis, Mr. Thomas",male,2,3,1,51.58,Q,5,0,No
846,0,3,"Johnson, Mr. Joseph",male,19,0,2,9.8,S,3,0,No
847,0,3,"Taylor, Miss. Elizabeth",female,28,3,1,15.56,S,5,0,No
848,0,3,"Taylor, Mr. James",male,7,1,1,15.91,S,3,0,No
849,1,2,"Walker, Mrs. Clara",female,61,2,1,24.78,S,4,0,Yes
850,0,1,"Lewis, Mr. Thomas",male,75,0,2,64.33,S,3,0,No
851,1,3,"Taylor, Mrs. Clara",female,27,1,2,7.93,S,4,0,Yes
852,0,3,"Walker, Mrs. Alice",female,22,0,0,10.33,S,1,1,No
853,1,3,"Clark, Mrs. Anna",female,52,1,0,6.78,S,2,0,Yes
854,1,3,"Brown, Mrs. Sarah",female,49,2,2,14.8,S,5,0,Yes
855,0,1,"Clark, Mr. Thomas",male,74,3,1,95.5,S,5,0,No
856,0,2,"Clark, Mrs. Mary",female,17,0,1,16.59,Q,2,0,No
857,0,3,"Wilson, Mrs. Anna",female,69,3,0,12.78,S,4,0,No
858,1,3,"Hall, Mr. George",male,24,0,2,11.71,S,3,0,Yes
859,1,1,"Walker, Mr. William",male,33,0,0,118.39,S,1,1,Yes
860,0,3,"Walker, Miss. Sarah",female,1,1,1,5.69,Q,3,0,No
861,1,3,"Smith, Mr. George",male,41,2,2,13.07,S,5,0,Yes
862,1,1,"Taylor, Mr. Joseph",male,39,1,0,88.17,S,2,0,Yes
863,1,1,"Clark, Miss. Emma",female,33,2,1,91.98,S,4,0,Yes
864,0,1,"Hall, Mr. William",male,35,1,2,69.77,S,4,0,No
865,1,3,"Walker, Mrs. Anna",female,41,3,1,5.39,S,5,0,Yes
866,1,1,"Smith, Miss. Anna",female,12,2,1,102.25,S,4,0,Yes
867,1,3,"Hall, Miss. Sarah",female,29,3,0,16.74,S,4,0,Yes
868,1,3,"White, Mr. Edward",male,74,2,2,9.07,S,5,0,Yes
869,0,2,"Taylor, Mr. William",male,69,3,1,29.81,S,5,0,No
870,0,2,"Hall, Mr. Edward",male,35,0,2,30.98,S,3,0,No
871,1,1,"Johnson, Mrs. Anna",female,46,3,2,62.95,Q,6,0,Yes
872,0,2,"Hall, Mrs. Mary",female,41,0,2,16.99,C,3,0,No
873,0,3,"Taylor, Mr. Thomas",male,71,3,0,19.43,S,4,0,No
874,0,3,"Clark, Mrs. Grace",female,69,0,1,5.21,S,2,0,No
875,0,2,"Taylor, Mrs. Anna",female,68,0,2,26.22,S,3,0,No
876,1,3,"White, Mrs. Elizabeth",female,66,2,0,11.34,S,3,0,Yes
877,0,2,"Wilson, Mr. Charles",male,62,2,1,20.33,C,4,0,No
878,0,3,"White, Mr. John",male,80,3,0,10.34,S,4,0,No
879,1,2,"Walker, Mr. Robert",male,24,3,1,15.22,S,5,0,Yes
880,0,2,"White, Mr. Charles",male,63,0,0,34.24,S,1,1,No
881,1,2,"White, Mrs. Clara",female,24,2,0,39.73,S,3,0,Yes
882,0,2,"White, Mr. James",male,26,0,0,22.12,S,1,1,No
883,0,3,"Taylor, Mr. Henry",male,62,2,0,11.32,S,3,0,No
884,1,3,"Walker, Miss. Mary",female,50,1,0,19.37,C,2,0,Yes
885,1,1,"Lewis, Mr. John",male,44,3,2,98.99,S,6,0,Yes
886,1,2,"Clark, Mrs. Elizabeth",female,20,1,0,22.03,S,2,0,Yes
887,1,3,"Brown, Mrs. Emma",female,14,1,0,19.89,S,2,0,Yes
888,0,1,"Clark, Miss. Grace",female,25,1,1,41.41,S,3,0,No
889,1,3,"Johnson, Mrs. Anna",female,30,1,1,11.39,S,3,0,Yes
890,1,2,"White, Mrs. Elizabeth",female,45,3,0,23,S,4,0,Yes
891,1,2,"Brown, Miss. Anna",female,78,0,1,19.62,Q,2,0,Yes
892,0,3,"Walker, Mr. Joseph",male,17,2,1,16.12,S,4,0,No
893,1,2,"Smith, Mrs. Florence",female,36,1,2,24.6,C,4,0,Yes
894,1,1,"Lewis, Mr. George",male,58,0,0,115.35,S,1,1,Yes
895,0,1,"Walker, Mr. Henry",male,25,3,2,96.93,C,6,0,No
896,0,2,"Taylor, Mrs. Florence",female,16,3,0,27.07,S,4,0,No
897,0,3,"Clark, Mrs. Sarah",female,17,2,0,19.34,S,3,0,No
898,1,1,"Taylor, Mr. James",male,66,3,2,102.35,S,6,0,Yes
899,0,3,"Johnson, Mr. George",male,76,0,2,11.83,C,3,0,No
900,1,3,"Johnson, Mrs. Emma",female,71,0,0,8.36,S,1,1,Yes
901,1,3,"White, Miss. Anna",female,7,1,0,13.02,S,2,0,Yes
902,1,3,"Wilson, Miss. Margaret",female,53,2,1,19.78,S,4,0,Yes
903,0,2,"Hall, Mr. Robert",male,3,0,2,33.64,S,3,0,No
904,0,3,"Clark, Mr. William",male,29,2,1,8.06,S,4,0,No
905,1,2,"Taylor, Mrs. Elizabeth",female,56,2,0,37.55,S,3,0,Yes
906,0,3,"Brown, Mrs. Emma",female,24,2,0,9.65,C,3,0,No
907,0,2,"Smith, Mr. Joseph",male,59,3,0,33.11,S,4,0,No
908,1,2,"Wilson, Mr. John",male,3,0,0,34.09,S,1,1,Yes
909,1,1,"Brown, Miss. Elizabeth",female,77,0,0,116.61,S,1,1,Yes
910,1,2,"Walker, Mr. Charles",male,73,3,0,22.68,S,4,0,Yes
911,0,1,"Taylor, Mr. James",male,6,0,2,63.74,S,3,0,No
912,0,1,"Clark, Mr. John",male,55,3,0,68.26,S,4,0,No
913,1,1,"Brown, Miss. Alice",female,15,1,0,116.52,S,2,0,Yes
914,1,3,"Clark, Mr. William",male,78,1,0,11.43,S,2,0,Yes
915,1,3,"Brown, Miss. Mary",female,37,2,0,9.07,S,3,0,Yes
916,0,3,"Lewis, Mr. John",male,19,2,0,10.86,C,3,0,No
917,0,3,"White, Mr. Henry",male,36,1,0,9.85,S,2,0,No
918,1,2,"Walker, Miss. Sarah",female,53,2,0,35.05,S,3,0,Yes
919,1,3,"Brown, Mrs. Elizabeth",female,30,3,0,13.71,S,4,0,Yes
920,1,1,"White, Miss. Emma",female,3,2,2,77.91,S,5,0,Yes
921,1,2,"Taylor, Mrs. Clara",female,71,3,0,20.27,S,4,0,Yes
922,1,3,"Hall, Mr. William",male,55,2,0,15.52,S,3,0,Yes
923,0,1,"Taylor, Mr. William",male,19,0,0,46.17,S,1,1,No
924,0,3,"Johnson, Mrs. Anna",female,68,2,1,11.17,S,4,0,No
925,1,1,"Lewis, Mr. Robert",male,5,1,2,52.83,S,4,0,Yes
926,1,3,"Walker, Mrs. Clara",female,65,2,2,8.41,Q,5,0,Yes
927,0,3,"Hall, Mr. John",male,52,0,0,10.88,C,1,1,No
928,1,2,"Brown, Miss. Anna",female,52,3,0,16.37,S,4,0,Yes
929,1,2,"Hall, Mr. James",male,43,0,0,22.06,S,1,1,Yes
930,1,1,"Smith, Miss. Mary",female,26,0,0,61.53,Q,1,1,Yes
931,1,1,"Clark, Miss. Alice",female,40,0,1,100.13,Q,2,0,Yes
932,0,3,"Taylor, Mr. James",male,13,2,1,18.45,S,4,0,No
933,0,2,"Wilson, Mrs. Elizabeth",female,5,2,0,18.79,S,3,0,No
934,0,3,"Clark, Mr. James",male,21,2,1,16.78,S,4,0,No
935,1,2,"Taylor, Mrs. Margaret",female,79,0,0,29.17,Q,1,1,Yes
936,1,2,"White, Mr. Henry",male,59,2,0,38.35,S,3,0,Yes
937,0,1,"Taylor, Mr. John",male,59,2,1,118.28,C,4,0,No
938,1,1,"Walker, Miss. Florence",female,37,3,1,108.56,Q,5,0,Yes
939,1,2,"Wilson, Mrs. Grace",female,53,3,1,36.94,Q,5,0,Yes
940,1,1,"Clark, Mr. Thomas",male,14,2,1,52.66,S,4,0,Yes
941,0,2,"Clark, Mr. Edward",male,60,3,0,17.15,C,4,0,No
942,0,2,"Lewis, Mr. John",male,9,2,1,39.91,S,4,0,No
943,1,2,"Smith, Miss. Alice",female,70,1,1,18.64,S,3,0,Yes
944,0,3,"Johnson, Miss. Emma",female,28,0,0,18.02,Q,1,1,No
945,0,1,"Walker, Mr. George",male,36,3,0,63.87,C,4,0,No
946,1,1,"Clark, Miss. Sarah",female,7,0,1,67.36,C,2,0,Yes
947,0,3,"Brown, Mrs. Florence",female,21,3,1,18.69,S,5,0,No
948,0,2,"White, Mr. John",male,41,0,0,37.41,Q,1,1,No
949,1,2,"Wilson, Mrs. Elizabeth",female,1,3,0,30.86,S,4,0,Yes
950,0,3,"White, Mrs. Alice",female,22,3,0,10.22,Q,4,0,No
951,0,2,"White, Mr. Henry",male,40,0,2,27.48,Q,3,0,No
952,1,3,"Walker, Mrs. Clara",female,43,0,0,11.88,S,1,1,Yes
953,0,2,"Brown, Mrs. Anna",female,56,2,2,30.51,Q,5,0,No
954,0,3,"Lewis, Mr. Robert",male,53,0,1,16.25,S,2,0,No
955,1,3,"Lewis, Mr. John",male,54,1,0,16.65,S,2,0,Yes
956,1,3,"Wilson, Miss. Grace",female,60,3,2,15.56,C,6,0,Yes
957,0,2,"Smith, Mrs. Mary",female,34,2,1,31.83,S,4,0,No
958,0,3,"Walker, Mr. Edward",male,67,2,1,7.56,S,4,0,No
959,0,3,"Taylor, Mr. Edward",male,51,0,2,11.44,Q,3,0,No
960,1,3,"Johnson, Miss. Grace",female,56,1,0,15.65,S,2,0,Yes
961,0,3,"Taylor, Mr. James",male,27,0,0,5.38,S,1,1,No
962,1,3,"Wilson, Mr. Charles",male,4,1,1,14.52,C,3,0,Yes
963,0,3,"Smith, Mr. Joseph",male,32,3,1,14.89,S,5,0,No
964,1,1,"Brown, Mr. Thomas",male,77,0,0,51.35,S,1,1,Yes
965,1,3,"Wilson, Mrs. Clara",female,27,3,0,12.37,S,4,0,Yes
966,0,3,"Brown, Mrs. Alice",female,58,1,0,9.48,Q,2,0,No
967,1,2,"Walker, Mrs. Mary",female,79,0,0,28.04,S,1,1,Yes
968,1,2,"Taylor, Mr. Charles",male,47,0,0,15.74,S,1,1,Yes
969,1,2,"Clark, Miss. Grace",female,12,2,2,28.79,S,5,0,Yes
970,1,3,"Brown, Miss. Florence",female,33,1,0,15.31,C,2,0,Yes
971,1,1,"Hall, Miss. Anna",female,27,3,1,110.63,S,5,0,Yes
972,1,2,"Walker, Mrs. Margaret",female,73,2,1,37.45,C,4,0,Yes
973,1,2,"White, Mrs. Elizabeth",female,68,2,1,15.75,S,4,0,Yes
974,0,2,"Smith, Mr. Henry",male,48,2,0,34.49,S,3,0,No
975,1,2,"Wilson, Mr. John",male,42,1,2,16.66,S,4,0,Yes
976,1,3,"Smith, Mrs. Sarah",female,10,3,2,16.34,S,6,0,Yes
977,1,1,"Wilson, Miss. Florence",female,36,3,0,49.93,S,4,0,Yes
978,0,2,"Walker, Mr. Robert",male,74,0,1,22.11,C,2,0,No
979,0,2,"Johnson, Mr. Henry",male,3,0,1,17.38,C,2,0,No
980,1,2,"Lewis, Miss. Anna",female,72,2,1,30.31,S,4,0,Yes
981,1,3,"Clark, Miss. Elizabeth",female,14,0,0,5.72,S,1,1,Yes
982,0,1,"Brown, Mr. James",male,48,0,2,109.44,S,3,0,No
983,1,1,"Taylor, Mrs. Alice",female,43,3,1,95.89,Q,5,0,Yes
984,0,3,"Lewis, Mr. Charles",male,53,3,2,6.84,S,6,0,No
985,1,3,"Wilson, Mrs. Anna",female,62,1,0,8.96,S,2,0,Yes
986,0,3,"Lewis, Mr. John",male,8,1,0,15.06,S,2,0,No
987,0,2,"Taylor, Mrs. Elizabeth",female,76,2,1,32.71,S,4,0,No
988,1,2,"Hall, Miss. Anna",female,58,1,1,19.7,S,3,0,Yes
989,1,2,"Lewis, Mr. Robert",male,14,0,0,15.41,S,1,1,Yes
990,1,2,"Smith, Miss. Sarah",female,16,0,1,25.79,S,2,0,Yes
991,1,2,"Hall, Mrs. Margaret",female,7,3,2,38.2,S,6,0,Yes
992,1,3,"Hall, Mrs. Margaret",female,14,0,2,8.73,S,3,0,Yes
993,0,1,"Clark, Mr. John",male,13,2,0,110.61,S,3,0,No
994,0,3,"Hall, Mr. Charles",male,35,3,0,7.57,S,4,0,No
995,1,1,"White, Mr. John",male,65,3,2,64.43,Q,6,0,Yes
996,1,1,"Johnson, Mr. John",male,59,1,0,93.28,S,2,0,Yes
997,1,3,"Brown, Mr. James",male,2,2,1,13.75,S,4,0,Yes
998,0,3,"Brown, Mr. Charles",male,38,1,2,12.55,C,4,0,No
999,1,2,"Johnson, Miss. Alice",female,45,2,2,27.16,S,5,0,Yes
1000,1,1,"White, Mrs. Sarah",female,67,0,0,118.29,C,1,1,Yes
